SCHEMA_VERSION=4
SessionNum,ReelIndex,StartTime,EndTime,DwellTime,TimePeriod,AvgScrollSpeed,MaxScrollSpeed,RollingMean,RollingStd,CumulativeReels,ScrollStreak,Liked,Commented,Shared,Saved,LikeLatency,CommentLatency,ShareLatency,SaveLatency,InteractionDwellRatio,ScrollDirection,BackScrollCount,ScrollPauseCount,ScrollPauseDurationMs,SwipeCompletionRatio,HasCaption,CaptionExpanded,HasAudio,IsAd,AdSkipLatencyMs,AppExitAttempts,ReturnLatencyS,NotificationsDismissed,NotificationsActedOn,ProfileVisits,ProfileVisitDurationS,HashtagTaps,AmbientLuxStart,AmbientLuxEnd,LuxDelta,IsScreenInDarkRoom,AccelVariance,MicroMovementRms,PostureShiftCount,IsStationary,DeviceOrientation,BatteryStart,BatteryDeltaPerSession,IsCharging,Headphones,AudioOutputType,PreviousApp,PreviousAppDurationS,PreviousAppCategory,DirectLaunch,TimeSinceLastSessionMin,DayOfWeek,IsHoliday,ScreenOnCount1hr,ScreenOnDuration1hr,NightMode,DND,SessionTriggeredByNotif,DwellTimeZscore,DwellTimePctile,DwellAcceleration,SessionDwellTrend,EarlyVsLateRatio,InteractionRate,InteractionBurstiness,LikeStreakLength,InteractionDropoff,SavedWithoutLike,CommentAbandoned,ScrollIntervalCV,ScrollBurstDuration,InterBurstRestDuration,ScrollRhythmEntropy,UniqueAudioCount,RepeatContentFlag,ContentRepeatRate,CircadianPhase,SleepProxyScore,EstimatedSleepDurationH,ConsistencyScore,IsWeekend,PostSessionRating,IntendedAction,ActualVsIntendedMatch,RegretScore,MoodBefore,MoodAfter,MoodDelta
9,6,2026-02-23 12:53:32,12:53:33,1.15,Afternoon,8.40,8.40,1.32,0.35,6,6,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.50,1,0,0,0,-1,0,0,0,0,0,0.00,0,70.6,70.6,0.0,0,0.0002,0.0,0,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.64,33.33,-0.60,-0.2615,1.52,0.17,0.00,0,0.00,0,0,1.8879,119,0,2.3750,0,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,7,2026-02-23 12:53:33,12:53:34,0.86,Afternoon,5.69,8.77,1.15,0.32,7,7,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,70.6,70.0,-0.6,0,0.0014,0.0,0,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.91,0.00,-0.29,-0.2417,1.53,0.14,0.00,0,0.00,0,0,2.0583,861,0,2.3192,0,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,8,2026-02-23 12:53:34,12:53:35,0.95,Afternoon,5.32,5.99,1.12,0.33,8,8,0,0,0,0,-1,-1,-1,-1,0.0000,-1,1,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,70.0,70.6,0.6,0,0.0021,0.0,0,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.71,25.00,0.09,-0.2062,1.41,0.13,0.00,0,0.00,0,0,2.2312,1808,0,2.1397,0,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,9,2026-02-23 12:53:35,12:53:38,3.18,Afternoon,0.00,0.00,1.58,0.86,9,9,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.00,0,0,0,0,-1,1,0,0,0,0,0.00,0,70.6,66.3,-4.3,0,0.0031,0.0,0,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,1.87,88.89,2.23,-0.0270,1.08,0.11,0.00,0,0.00,0,0,2.0344,1808,0,2.2926,0,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,10,2026-02-23 12:53:38,12:53:39,0.87,Afternoon,8.62,10.99,1.40,0.90,10,10,0,0,0,0,-1,-1,-1,-1,0.0000,-1,1,0,0,0.67,1,0,0,0,-1,0,0,0,0,0,0.00,0,66.3,66.9,0.6,0,0.0163,0.0,0,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.81,10.00,-2.31,-0.0604,1.20,0.10,0.00,0,0.00,0,0,2.0881,251,616,2.2290,0,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,11,2026-02-23 12:53:39,12:53:58,19.14,Afternoon,4.11,5.81,5.00,7.13,11,0,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.67,1,0,1,0,-1,0,0,0,0,0,0.00,0,66.9,95.1,28.2,0,0.0419,0.0,0,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,3.12,90.91,18.28,0.7548,0.34,0.09,0.00,0,0.00,0,0,2.5598,172,0,2.4433,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,12,2026-02-23 12:53:58,12:54:09,11.11,Afternoon,7.81,7.81,7.05,7.12,12,0,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.50,1,0,1,0,-1,0,0,0,0,0,0.00,0,95.1,88.0,-7.2,0,0.0011,0.0,0,1,2,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,1.36,83.33,-8.03,0.8873,0.26,0.08,0.00,0,0.00,0,0,2.3378,128,0,2.5149,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,13,2026-02-23 12:54:09,12:54:18,9.49,Afternoon,7.04,7.04,8.76,6.44,13,0,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.50,1,0,1,0,-1,0,0,0,0,0,0.00,0,88.0,3.7,-84.2,1,0.1330,0.0,0,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,0.98,76.92,-1.62,0.8847,0.21,0.08,0.00,0,0.00,0,0,2.1764,142,0,2.5812,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,14,2026-02-23 12:54:18,12:54:32,13.86,Afternoon,7.58,7.58,10.90,5.99,14,0,0,0,0,0,-1,-1,-1,-1,0.0000,-1,1,0,0,0.50,1,0,1,0,-1,1,0,0,0,0,0.00,0,3.7,74.9,71.2,1,0.4875,0.0,2,0,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,1.55,85.71,4.37,0.9826,0.18,0.07,0.00,0,0.00,0,0,2.0657,132,0,2.6428,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,15,2026-02-23 12:54:32,12:54:36,3.61,Afternoon,0.00,0.00,11.45,5.11,15,1,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.00,1,0,0,0,-1,1,0,0,0,0,0.00,0,74.9,68.8,-6.1,1,0.1316,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.22,66.67,-10.25,0.7654,0.17,0.07,0.00,0,0.00,0,0,2.0309,132,0,2.7471,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,16,2026-02-23 12:54:36,12:54:37,0.88,Afternoon,6.38,8.06,7.79,4.82,16,2,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.67,1,0,1,0,-1,0,0,0,0,0,0.00,0,68.8,64.4,-4.3,1,0.0703,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.68,12.50,-2.74,0.5429,0.18,0.06,0.00,0,0.00,0,0,2.0965,213,0,2.7664,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,17,2026-02-23 12:54:37,12:54:48,11.75,Afternoon,0.00,0.00,7.92,4.91,17,0,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.00,1,0,1,0,-1,0,0,0,0,0,0.00,0,64.4,65.7,1.2,1,0.0490,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,1.21,82.35,10.87,0.5927,0.16,0.06,0.00,0,0.00,0,0,1.9781,213,0,2.8601,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,18,2026-02-23 12:54:48,12:54:55,6.94,Afternoon,4.95,4.95,7.41,4.85,18,0,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.50,1,0,1,0,-1,0,0,0,0,0,0.00,0,65.7,66.9,1.2,1,0.0091,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,0.33,66.67,-4.81,0.5329,0.19,0.06,0.00,0,0.00,0,0,1.9135,202,0,2.9667,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,19,2026-02-23 12:54:55,12:54:57,1.33,Afternoon,5.81,5.81,4.90,4.04,19,1,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.50,1,0,1,0,-1,0,0,0,0,0,0.00,0,66.9,62.6,-4.3,1,0.1791,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.67,36.84,-5.61,0.3931,0.19,0.05,0.00,0,0.00,0,0,1.9355,172,0,2.9693,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,20,2026-02-23 12:54:57,12:55:14,17.11,Afternoon,5.81,5.81,7.60,6.21,20,0,0,1,0,0,-1,16938,-1,-1,0.0000,-1,1,0,0,0.50,1,0,1,0,-1,0,0,0,0,0,0.00,0,62.6,71.8,9.3,1,0.0603,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,1.98,90.00,15.78,0.5111,0.16,0.10,100.00,0,1.00,0,1,1.9050,172,0,3.0129,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,21,2026-02-23 12:55:14,12:55:18,4.46,Afternoon,0.00,0.00,8.32,5.56,21,1,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,71.8,74.3,2.5,1,0.1069,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.18,61.90,-12.66,0.4274,0.19,0.10,100.00,0,1.00,0,0,1.8783,172,0,3.1082,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,22,2026-02-23 12:55:18,12:55:22,3.34,Afternoon,8.00,9.01,6.63,5.54,22,2,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.67,1,0,0,0,-1,1,0,0,0,0,0.00,0,74.3,66.9,-7.4,1,0.0041,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.37,54.55,-1.12,0.3462,0.41,0.09,100.00,0,1.00,0,0,1.8907,254,4456,3.0592,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,23,2026-02-23 12:55:22,12:55:25,3.00,Afternoon,5.29,5.29,5.85,5.72,23,3,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.33,0,0,1,1,3002,0,0,0,0,0,0.00,0,66.9,68.8,1.9,1,0.0339,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.41,47.83,-0.33,0.2770,0.46,0.09,100.00,0,1.00,0,0,1.9038,189,545,3.0735,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,24,2026-02-23 12:55:25,12:55:25,0.87,Afternoon,5.90,7.58,5.75,5.80,24,4,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,0,0,1,1,865,0,0,0,0,0,0.00,0,68.8,66.9,-1.9,1,0.0273,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.78,4.17,-2.14,0.1996,0.60,0.08,100.00,0,1.00,0,0,1.9894,865,0,2.9565,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,25,2026-02-23 12:55:25,12:55:27,1.56,Afternoon,0.00,0.00,2.64,1.28,25,5,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.00,1,0,1,1,1564,0,0,0,0,0,0.00,0,66.9,66.9,0.0,1,0.0289,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.63,36.00,0.70,0.1440,0.66,0.08,100.00,0,1.00,0,0,1.9819,865,0,3.0264,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,26,2026-02-23 12:55:27,12:55:28,0.94,Afternoon,3.43,4.39,1.94,1.04,26,6,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,1,1,940,0,0,0,0,0,0.00,0,66.9,67.5,0.6,1,0.1330,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.72,19.23,-0.62,0.0937,0.79,0.08,100.00,0,1.00,0,0,2.0219,228,0,3.0474,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,27,2026-02-23 12:55:28,12:55:41,13.40,Afternoon,0.00,0.00,3.95,4.78,27,0,0,1,0,0,-1,13185,-1,-1,0.0000,-1,1,0,0,0.00,0,0,0,0,-1,0,0,0,0,0,0.00,0,67.5,75.6,8.0,1,0.0147,0.0,2,1,2,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,1.51,85.19,12.46,0.1519,0.80,0.11,130.89,0,2.00,0,1,1.9568,228,0,3.1132,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,28,2026-02-23 12:55:41,12:55:44,3.02,Afternoon,0.00,0.00,3.96,4.78,28,1,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,75.6,70.6,-4.9,1,0.0676,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.37,53.57,-10.38,0.1207,0.96,0.11,130.89,0,2.00,0,0,1.9476,228,0,3.1936,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,29,2026-02-23 12:55:44,12:55:45,1.07,Afternoon,7.30,7.30,4.00,4.76,29,2,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.67,1,0,0,0,-1,0,0,0,0,0,0.00,0,70.6,69.4,-1.2,1,0.0078,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.72,24.14,-1.95,0.0812,0.99,0.10,130.89,0,2.00,0,0,1.9825,274,3022,3.1489,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,30,2026-02-23 12:55:45,12:55:46,0.87,Afternoon,6.02,7.81,3.86,4.84,30,3,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,69.4,70.6,1.2,1,0.0422,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.73,10.00,-0.20,0.0473,1.03,0.10,130.89,0,2.00,0,0,2.0515,872,0,3.0466,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,31,2026-02-23 12:55:46,12:55:50,3.20,Afternoon,7.68,8.93,4.31,4.64,31,4,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.80,1,0,0,0,-1,0,0,0,0,0,0.00,0,70.6,68.8,-1.9,1,0.0155,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.29,61.29,2.32,0.0334,1.00,0.10,130.89,0,2.00,0,0,2.0837,1405,0,3.0072,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
9,32,2026-02-23 12:55:50,12:55:51,1.37,Afternoon,0.00,0.00,1.91,1.00,32,5,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.00,0,0,0,0,-1,1,0,0,0,0,0.00,0,68.8,70.0,1.2,1,0.0127,0.0,2,1,1,57,0,0,0,SPEAKER,unknown,0.00,other,0,311,2,0,0,0,1,0,0,-0.63,37.50,-1.83,0.0113,0.99,0.09,130.89,0,2.00,0,0,2.0782,1405,0,3.0407,1,0,0.0,0.5368,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,1,2026-02-23 13:37:26,13:37:26,0.84,Afternoon,8.56,9.09,0.84,0.00,1,1,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,1,0,0,0,0,0.00,0,47.9,49.7,1.8,0,0.0000,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,0.00,0.00,0.00,0.0000,1.00,0.00,0.00,0,0.00,0,0,0.1670,835,0,-0.0000,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,2,2026-02-23 13:37:26,13:37:27,0.83,Afternoon,8.50,9.26,0.83,0.00,2,2,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,49.7,50.6,0.9,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,-1.00,0.00,-0.01,-0.0050,1.01,0.00,0.00,0,0.00,0,0,0.1347,1665,0,-0.0000,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,3,2026-02-23 13:37:27,13:37:28,0.81,Afternoon,7.76,9.09,0.83,0.01,3,3,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,50.6,52.0,1.4,0,0.0002,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,-1.38,0.00,-0.02,-0.0110,1.03,0.00,0.00,0,0.00,0,0,0.1975,2478,0,0.2864,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,4,2026-02-23 13:37:28,13:37:29,0.89,Afternoon,8.27,9.26,0.84,0.03,4,4,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,52.0,53.5,1.5,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,1.66,75.00,0.08,0.0142,0.98,0.00,0.00,0,0.00,0,0,0.2184,3366,0,0.3809,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,5,2026-02-23 13:37:29,13:37:30,0.85,Afternoon,8.34,9.09,0.84,0.03,5,5,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,53.5,55.1,1.7,0,0.0000,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,0.11,60.00,-0.04,0.0078,0.96,0.00,0.00,0,0.00,0,0,0.1994,4211,0,0.3228,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,6,2026-02-23 13:37:30,13:37:31,0.82,Afternoon,8.54,9.35,0.84,0.03,6,6,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,55.1,56.7,1.6,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,-0.70,16.67,-0.02,0.0016,0.97,0.00,0.00,0,0.00,0,0,0.1854,5033,0,0.2812,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,7,2026-02-23 13:37:31,13:37:31,0.90,Afternoon,8.89,9.17,0.85,0.04,7,7,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,56.7,58.3,1.6,0,0.0000,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,1.71,85.71,0.08,0.0076,0.96,0.00,0.00,0,0.00,0,0,0.1751,5934,0,0.2460,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,8,2026-02-23 13:37:31,13:37:32,0.85,Afternoon,8.28,9.01,0.86,0.03,8,8,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,58.3,59.6,1.3,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,0.01,62.50,-0.05,0.0051,0.99,0.00,0.00,0,0.00,0,0,0.1650,6782,0,0.2223,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,9,2026-02-23 13:37:32,13:37:33,0.81,Afternoon,8.68,9.17,0.85,0.03,9,9,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,59.6,60.2,0.6,0,0.0000,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,-1.14,0.00,-0.04,0.0010,1.00,0.00,0.00,0,0.00,0,0,0.1582,7591,0,0.2031,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,10,2026-02-23 13:37:33,13:37:34,0.85,Afternoon,7.06,7.46,0.85,0.03,10,10,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,60.2,60.0,-0.2,0,0.0002,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,0.24,70.00,0.04,0.0011,1.00,0.00,0.00,0,0.00,0,0,0.1574,8442,0,0.1893,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,11,2026-02-23 13:37:34,13:37:35,0.85,Afternoon,8.37,9.26,0.85,0.03,11,11,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,60.0,59.6,-0.4,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,0.23,63.64,0.00,0.0012,0.99,0.00,0.00,0,0.00,0,0,0.1559,9293,0,0.1756,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,12,2026-02-23 13:37:35,13:37:36,0.84,Afternoon,8.34,9.09,0.84,0.02,12,12,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,59.6,58.9,-0.7,0,0.0000,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,-0.06,41.67,-0.01,0.0008,0.99,0.00,0.00,0,0.00,0,0,0.1506,10136,0,0.1639,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,13,2026-02-23 13:37:36,13:37:37,0.89,Afternoon,6.86,8.33,0.85,0.03,13,13,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,58.9,57.4,-1.5,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,1.60,84.62,0.05,0.0023,0.99,0.00,0.00,0,0.00,0,0,0.1603,11030,0,0.1551,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,14,2026-02-23 13:37:37,13:37:37,0.83,Afternoon,8.50,9.17,0.85,0.02,14,14,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,57.4,56.0,-1.4,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,-0.71,21.43,-0.07,0.0012,1.00,0.00,0.00,0,0.00,0,0,0.1562,11857,0,0.1461,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,15,2026-02-23 13:37:37,13:37:38,0.81,Afternoon,8.67,9.09,0.85,0.03,15,15,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,56.0,55.3,-0.6,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,-1.09,13.33,-0.01,0.0002,1.01,0.00,0.00,0,0.00,0,0,0.1540,12671,0,0.1382,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,16,2026-02-23 13:37:38,13:37:39,0.89,Afternoon,8.99,9.90,0.85,0.03,16,16,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,55.3,55.4,0.1,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,1.52,81.25,0.08,0.0012,1.00,0.00,0.00,0,0.00,0,0,0.1520,13564,0,0.1302,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,17,2026-02-23 13:37:39,13:37:40,0.88,Afternoon,8.22,9.43,0.86,0.03,17,17,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,55.4,56.2,0.7,0,0.0000,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,1.14,70.59,-0.01,0.0017,0.99,0.00,0.00,0,0.00,0,0,0.1582,14448,0,0.1239,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,18,2026-02-23 13:37:40,13:37:41,0.90,Afternoon,9.00,11.49,0.86,0.04,18,18,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,1.00,1,0,0,0,-1,0,0,0,0,0,0.00,0,56.2,57.9,1.7,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,1.51,88.89,0.02,0.0023,0.98,0.00,0.00,0,0.00,0,0,0.1570,15348,0,0.1176,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
10,19,2026-02-23 13:37:41,13:37:43,1.66,Afternoon,8.20,8.20,1.03,0.32,19,19,0,0,0,0,-1,-1,-1,-1,0.0000,1,0,0,0,0.50,1,0,0,0,-1,0,0,0,0,0,0.00,0,57.9,61.9,4.0,0,0.0001,0.0,0,1,2,55,0,1,0,SPEAKER,unknown,0.00,other,0,355,2,0,0,0,1,0,0,4.18,94.74,0.76,0.0147,0.89,0.00,0.00,0,0.00,0,0,0.9474,15470,0,0.1819,0,0,0.0,0.5674,0.00,0.0,0.02,0,0,,0,0,0,0,0
